lr,train_loss_step,train_acc_step,train_acc_top5_step,epoch,step,val_loss,val_acc,val_acc_top5,train_loss_epoch,train_acc_epoch,train_acc_top5_epoch
0.002969506196677685,0.38570308685302734,0.8645833134651184,1.0,6,3349,,,,,,
0.0028112821746617556,0.2724629044532776,0.9166666865348816,1.0,6,3399,,,,,,
0.002655724762007594,0.14831498265266418,0.96875,1.0,6,3449,,,,,,
0.0025030237156897783,0.22636616230010986,0.90625,1.0,6,3499,,,,,,
,,,,6,3499,0.14449235796928406,0.9488333463668823,0.999833345413208,,,
,,,,6,3499,,,,0.2852831184864044,0.8942916393280029,0.9972083568572998
0.0023533646017313004,0.41865965723991394,0.8645833134651184,0.9895833134651184,7,3549,,,,,,
0.002206929959356785,0.18663029372692108,0.9270833134651184,1.0,7,3599,,,,,,
0.0020638983696699142,0.15519839525222778,0.9375,1.0,7,3649,,,,,,
0.0019244441064074636,0.2766435146331787,0.8854166865348816,1.0,7,3699,,,,,,
0.0017887367866933346,0.2753064036369324,0.9166666865348816,1.0,7,3749,,,,,,
0.0016569418366998434,0.1470290869474411,0.9375,1.0,7,3799,,,,,,
0.0015292199095711112,0.2731810510158539,0.8958333134651184,0.9895833134651184,7,3849,,,,,,
0.0014057266525924206,0.33402538299560547,0.8854166865348816,0.9895833134651184,7,3899,,,,,,
0.001286612474359572,0.42938441038131714,0.84375,1.0,7,3949,,,,,,
0.0011720224283635616,0.295061856508255,0.90625,1.0,7,3999,,,,,,
,,,,7,3999,0.14338910579681396,0.9484999775886536,0.999750018119812,,,
,,,,7,3999,,,,0.2736004590988159,0.9007708430290222,0.9980416893959045
0.001062096212990582,0.24650982022285461,0.9166666865348816,1.0,8,4049,,,,,,
0.0009569677640683949,0.31335216760635376,0.8854166865348816,0.9895833134651184,8,4099,,,,,,
0.0008567650802433491,0.2830759882926941,0.90625,1.0,8,4149,,,,,,
0.0007616103393957019,0.2802963852882385,0.8958333134651184,1.0,8,4199,,,,,,
0.0006716193747706711,0.37437042593955994,0.8854166865348816,1.0,8,4249,,,,,,
0.0005869018496014178,0.2747419476509094,0.8645833134651184,1.0,8,4299,,,,,,
0.0005075610824860632,0.27836883068084717,0.90625,1.0,8,4349,,,,,,
0.0004336936108302325,0.31515583395957947,0.84375,1.0,8,4399,,,,,,
0.0003653894818853587,0.14449989795684814,0.9479166865348816,1.0,8,4449,,,,,,
0.0003027319035027176,0.1841839998960495,0.9375,1.0,8,4499,,,,,,
,,,,8,4499,0.14125360548496246,0.9502500295639038,0.999833345413208,,,
,,,,8,4499,,,,0.2655656933784485,0.9036458134651184,0.9976875185966492
0.00024579724413342774,0.20993256568908691,0.9270833134651184,1.0,9,4549,,,,,,
0.00019465484365355223,0.2686663269996643,0.90625,1.0,9,4599,,,,,,
0.00014936701336409897,0.24698226153850555,0.90625,1.0,9,4649,,,,,,
0.0001099889341276139,0.20787596702575684,0.9270833134651184,1.0,9,4699,,,,,,
7.656858360860497e-05,0.29735231399536133,0.90625,1.0,9,4749,,,,,,
4.914666715194471e-05,0.13351798057556152,0.9479166865348816,1.0,9,4799,,,,,,
2.775660868792329e-05,0.31682485342025757,0.9270833134651184,1.0,9,4849,,,,,,
1.2424459782778285e-05,0.22558990120887756,0.9166666865348816,0.9895833134651184,9,4899,,,,,,
3.1689048682892462e-06,0.2412826418876648,0.8958333134651184,1.0,9,4949,,,,,,
1.2184696585038068e-09,0.28393393754959106,0.8958333134651184,1.0,9,4999,,,,,,
,,,,9,4999,0.14046239852905273,0.9513333439826965,0.999833345413208,,,
,,,,9,4999,,,,0.25684717297554016,0.9066666960716248,0.9979166388511658
